HARRY_KANE_X,HARRY_KANE_Y,RAHEEM_STERLING_X,RAHEEM_STERLING_Y,DELE_ALLI_X,DELE_ALLI_Y,JORDAN_PICKFORD_X,JORDAN_PICKFORD_Y,MARIO_MANDZUKIC_X,MARIO_MANDZUKIC_Y,IVAN_PERISIC_X,IVAN_PERISIC_Y,IVAN_RAKITIC_X,IVAN_RAKITIC_Y,DANIJEL_SUBASIC_X,DANIJEL_SUBASIC_Y,JESSE_LINGARD_X,JESSE_LINGARD_Y,KIERAN_TRIPPIER_X,KIERAN_TRIPPIER_Y,JOHN_STONES_X,JOHN_STONES_Y,HARRY_MAGUIRE_X,HARRY_MAGUIRE_Y,KYLE_WALKER_X,KYLE_WALKER_Y,JORDAN_HENDERSON_X,JORDAN_HENDERSON_Y,ASHLEY_YOUNG_X,ASHLEY_YOUNG_Y
-29.27424457,29.51912921,-29.27424457,-12.93741153,-16.7738407,-19.29705095,33.44110248,3.15975038,27.98420478,-4.052962892,7.637166993,-19.16261682,16.7738407,19.29705095,-33.44110248,-0.15975038,NA,27.29705095,-19.27424457,-34.51912921,14.58060434,-30.16804072,5.496725213,-4.134432578,14.58060434,-36.77869382,NA,-9.29705095,NA,34.51912921
-32.75665922,18.75618731,-32.75665922,-17.64799775,-24.67078152,-0.585607422,39.14858907,-1.009266369,27.99443433,-6.965577726,7.529229697,-26.01731601,24.67078152,0.585607422,-39.14858907,4.009266369,NA,8.585607422,-22.75665922,-23.75618731,11.79467262,-5.951421448,2.153607149,15.23886284,11.79467262,-20.63428097,NA,9.414392578,NA,23.75618731
-11.36600268,23.19673141,-11.36600268,-12.80946313,-16.3816924,-2.094036653,38.70863901,3.929115989,13.98846263,1.294163883,-6.441565576,-20.19549629,16.3816924,2.094036653,-38.70863901,-0.929115989,NA,10.09403665,-1.36600268,-28.19673141,28.90719786,-15.94264567,22.68863743,7.245883462,28.90719786,-27.29509712,NA,7.905963347,NA,28.19673141
-44.98341017,20.16809163,-44.98341017,-14.80483187,-23.73452209,-18.70353063,40.9674959,0.257721438,26.90075435,0.024612526,14.54750693,-17.64711106,23.73452209,18.70353063,-40.9674959,2.742278562,NA,26.70353063,-34.98341017,-25.16809163,2.013271864,-9.128206168,-9.584073763,12.69743507,2.013271864,-22.75213745,NA,-8.70353063,NA,25.16809163
-31.26282985,16.66362332,-31.26282985,-25.61323547,-21.89790117,3.36010369,40.23200786,4.729944864,5.10757305,-5.806602158,36.77849552,-23.4146344,21.89790117,-3.36010369,-40.23200786,-1.729944864,NA,4.63989631,-21.26282985,-21.66362332,12.98973612,-1.24315247,3.587683344,19.00547802,12.98973612,-17.49543498,NA,13.36010369,NA,21.66362332
-30.2684082,18.08479706,-30.2684082,-17.40984405,-21.04083784,-6.343896397,37.40569963,-5.206490993,26.58091362,1.108831383,15.64001147,-20.71199322,21.04083784,6.343896397,-37.40569963,8.206490993,NA,14.3438964,-20.2684082,-23.08479706,13.78527344,-4.440793385,4.542328128,16.44736529,13.78527344,-19.62719559,NA,3.656103603,NA,23.08479706
-32.87511085,17.91065248,-32.87511085,-26.8706009,-2.336228354,-5.582644399,43.60386048,5.829291733,5.590830765,-4.356906585,-2.857468276,-26.87529534,2.336228354,5.582644399,-43.60386048,-2.829291733,NA,13.5826444,-22.87511085,-22.91065248,11.69991132,-4.04896808,2.039893584,16.76082554,11.69991132,-19.36597872,NA,4.417355601,NA,22.91065248
-22.9822796,20.46098671,-22.9822796,-19.808471,-7.780707811,-8.465697948,36.17877512,-1.889428088,28.01537364,-3.944749827,36.22473737,-24.10850906,7.780707811,8.465697948,-36.17877512,4.889428088,NA,16.46569795,-12.9822796,-25.46098671,19.61417632,-9.787220098,11.53701158,12.17022392,19.61417632,-23.19148007,NA,1.534302052,NA,25.46098671
-31.68913783,20.92553,-31.68913783,-10.09571643,-8.319832567,-15.77911832,46.50837036,-1.867692959,34.65702774,-5.686085271,27.991028,-24.37982884,8.319832567,15.77911832,-46.50837036,4.867692959,NA,23.77911832,-21.68913783,-25.92553,12.64868974,-10.8324425,3.178427683,11.334046,12.64868974,-23.888295,NA,-5.77911832,NA,25.92553
4.394229236,26.553059,4.394229236,-14.86136373,-23.10867671,-10.44716224,30.90708198,8.605182824,5.102394756,-5.62186658,17.21630409,-25.28716409,23.10867671,10.44716224,-30.90708198,-5.605182824,NA,18.44716224,14.39422924,-31.553059,41.51538339,-23.49438275,37.81846007,1.2044938,41.51538339,-32.3295885,NA,-0.44716224,-23.66931019,31.553059
-8.733341118,24.13772235,-8.733341118,-15.46501844,-13.23293837,1.684920907,31.11277193,-5.288542589,19.14305208,0.411533049,6.866524422,-19.63956532,13.23293837,-1.684920907,-31.11277193,8.288542589,NA,6.315079093,1.266658882,-29.13772235,31.01332711,-18.05987529,25.21599253,5.55209977,31.01332711,-28.70658353,NA,11.68492091,-4.682737068,29.13772235
-49.76910519,20.02098387,-49.76910519,-15.92921425,-22.0452165,-13.54138346,30.19759508,7.927225927,15.58079798,-9.876167523,0.606883269,-23.2651019,22.0452165,13.54138346,-30.19759508,-4.927225927,NA,21.54138346,-39.76910519,-25.02098387,-1.815284152,-8.797213708,-14.17834098,12.96222903,-1.815284152,-22.53147581,NA,-3.54138346,NA,25.02098387
-33.71887056,18.54714438,-33.71887056,-15.46545124,6.044435079,-8.511003016,29.64778568,3.007427582,9.336542165,-10.25237301,4.219825503,-19.15958758,-6.044435079,8.511003016,-29.64778568,-0.007427582,-9.598235511,16.51100302,-23.71887056,-23.54714438,11.02490355,-5.481074855,1.229884262,15.61514012,11.02490355,-20.32071657,-13.9110684,1.488996984,NA,23.54714438
-24.99000658,14.78154457,-24.99000658,-21.21999095,-17.95626406,9.287101744,30.58124074,-0.026621455,36.83497003,6.546065349,27.81627686,-17.69340813,17.95626406,-9.287101744,-30.58124074,3.026621455,NA,-1.287101744,-14.99000658,-19.78154457,18.00799474,2.991524718,9.609593683,22.39321977,18.00799474,-14.67231686,NA,19.28710174,NA,19.78154457
-34.26246543,20.77526432,-34.26246543,-17.30155867,-9.528628171,5.745845042,46.99824724,5.8509483,-2.758357649,2.565271794,2.25962541,-25.19306693,9.528628171,-5.745845042,-46.99824724,-2.8509483,NA,2.254154958,-24.26246543,-25.77526432,10.59002766,-10.49434472,0.708033187,11.60452422,10.59002766,-23.66289648,NA,15.74584504,NA,25.77526432
-46.36667456,29.5809335,-46.36667456,-21.7990219,7.555944258,3.069641616,39.81211047,7.718557682,19.50229916,-9.444738645,11.64082556,-23.8101467,-7.555944258,-3.069641616,-39.81211047,-4.718557682,-7.12720406,4.930358384,-36.36667456,-34.5809335,0.906660352,-30.30710038,-10.91200758,-4.2456803,0.906660352,-36.87140025,-9.788365603,13.06964162,NA,34.5809335
-35.91791252,16.33427543,-35.91791252,-11.74986575,-21.77534811,3.075888323,30.99913467,6.910906584,6.099819544,-3.206035997,17.63397126,-10.87290865,21.77534811,-3.075888323,-30.99913467,-3.910906584,NA,4.924111677,-25.91791252,-21.33427543,9.265669984,-0.502119718,-0.881196019,19.59830423,9.265669984,-17.00141315,NA,13.07588832,NA,21.33427543
-1.665061926,13.85450905,-1.665061926,-13.97127716,9.738437332,-12.91707161,29.93932692,8.499266179,15.04051276,0.327324772,19.0737253,-25.30571716,-9.738437332,12.91707161,-29.93932692,-5.499266179,-3.832989954,20.91707161,8.334938074,-18.85450905,36.66795046,5.077354638,32.00154055,24.06188371,36.66795046,-13.28176358,-4.11401733,-2.91707161,-16.4435245,18.85450905
-14.44408897,10.5409868,-14.44408897,-14.35073369,-1.228516944,0.599848985,46.29043471,3.328317405,27.64194111,-2.469092221,37.42462027,-24.87588838,1.228516944,-0.599848985,-46.29043471,-0.328317405,NA,7.400151015,-4.44408897,-15.5409868,26.44472882,12.5327797,19.73367459,30.02622376,26.44472882,-8.3114802,NA,10.59984899,NA,15.5409868
-31.07923246,18.71465572,-31.07923246,-21.06839375,-25.85812387,-1.145033509,28.9360847,8.013097347,25.2631616,-4.289802706,12.07521316,-19.10731988,25.85812387,1.145033509,-28.9360847,-5.013097347,NA,9.145033509,-21.07923246,-23.71465572,13.13661403,-5.85797537,3.763936838,15.3136197,13.13661403,-20.57198358,NA,8.854966491,NA,23.71465572
-20.71019524,16.95057719,-20.71019524,-26.7896197,-21.95049277,-0.255489682,32.16889335,17.21998701,27.27229275,5.288648104,37.46387763,-25.4879627,21.95049277,0.255489682,-32.16889335,-14.21998701,NA,8.255489682,-10.71019524,-21.95057719,21.43184381,-1.888798678,13.71821257,18.48896106,21.43184381,-17.92586579,NA,9.744510318,NA,21.95057719
-25.24238041,19.13304462,-25.24238041,-29.06115522,-19.03908496,-11.44438962,43.18043041,3.136431088,10.31642005,-5.462022959,29.33438783,-17.7096652,19.03908496,11.44438962,-43.18043041,-0.136431088,NA,19.44438962,-15.24238041,-24.13304462,17.80609567,-6.799350395,9.367314806,14.56051968,17.80609567,-21.19956693,NA,-1.44438962,NA,24.13304462
-24.87168151,11.27616892,-24.87168151,-14.23428199,-34.41477818,1.888446055,33.71577642,4.695652004,34.0180242,-7.403739575,0.582911544,-32.18453449,34.41477818,-1.888446055,-33.71577642,-1.695652004,NA,6.111553945,-14.87168151,-16.27616892,18.10265479,10.87861993,9.72318575,28.70289594,18.10265479,-9.41425338,NA,11.88844606,NA,16.27616892
-35.01989754,29.20360645,-35.01989754,-17.57081437,-20.56659133,-15.69227643,35.71939474,7.024254364,16.32382708,2.077467572,4.941111164,-29.42317665,20.56659133,15.69227643,-35.71939474,-4.024254364,NA,23.69227643,-25.01989754,-34.20360645,9.984081968,-29.45811451,-0.019101638,-3.56649161,9.984081968,-36.30540968,NA,-5.69227643,NA,34.20360645
-23.49562835,20.17861658,-23.49562835,-19.35441271,5.147498137,-15.28797311,28.54555684,7.465356158,11.23562648,-3.577253394,5.332993146,-18.09086405,-5.147498137,15.28797311,-28.54555684,-4.465356158,-11.16229295,23.28797311,-13.49562835,-25.17861658,19.20349732,-9.151887305,11.04419678,12.67849016,19.20349732,-22.76792487,-16.45414061,-5.28797311,NA,25.17861658
-38.10323772,18.05165885,-38.10323772,-19.38869065,-17.84725366,-9.207885339,40.60518506,-5.017376103,17.93597,-9.304824234,36.44452878,-26.70014389,17.84725366,9.207885339,-40.60518506,8.017376103,NA,17.20788534,-28.10323772,-23.05165885,7.517409824,-4.366232413,-2.979108211,16.50701407,7.517409824,-19.57748828,NA,0.792114661,NA,23.05165885
-30.25366065,16.94885475,-30.25366065,-14.24037829,-9.247603486,0.796886336,29.94021903,10.68390818,36.64223975,1.080544066,26.32075823,-17.64159343,9.247603486,-0.796886336,-29.94021903,-7.683908183,NA,7.203113664,-20.25366065,-21.94885475,13.79707148,-1.884923188,4.556485776,18.49206145,13.79707148,-17.92328213,NA,10.79688634,NA,21.94885475
-31.92677265,18.86257892,-31.92677265,-9.516748433,7.673014988,-4.620432941,41.56341346,-10.68491358,9.150605364,-9.304711623,6.909676881,-26.3109687,-7.673014988,4.620432941,-41.56341346,13.68491358,-6.943065153,12.62043294,-21.92677265,-23.86257892,12.45858188,-6.19080257,2.950298256,15.04735794,12.45858188,-20.79386838,-9.476346418,5.379567059,NA,23.86257892
-17.91036985,10.71370271,-17.91036985,-24.68500113,-3.307209733,4.166705916,38.58653156,5.677452013,26.42473811,-7.044074728,26.88753376,-19.30877858,3.307209733,-4.166705916,-38.58653156,-2.677452013,NA,3.833294084,-7.91036985,-15.71370271,23.67170412,12.1441689,16.40604494,29.71533512,23.67170412,-8.570554065,NA,14.16670592,NA,15.71370271
-1.654975344,10.34541515,-1.654975344,-16.11322489,-17.59385908,2.294255672,43.63816124,2.801302463,27.24113027,-9.79657663,15.78311107,-21.50927768,17.59385908,-2.294255672,-43.63816124,0.198697537,NA,5.705744328,8.345024656,-15.34541515,36.67601972,12.97281591,32.01122367,30.37825273,36.67601972,-8.018122725,NA,12.29425567,-16.45678799,15.34541515
-49.74190574,21.46839583,-49.74190574,-14.84841191,-26.55736304,1.455719221,44.56910799,6.863677467,36.56008606,0.706571439,28.96525252,-21.62555918,26.55736304,-1.455719221,-44.56910799,-3.863677467,NA,6.544280779,-39.74190574,-26.46839583,-1.793524592,-12.05389062,-14.15222951,10.35688751,-1.793524592,-24.70259375,NA,11.45571922,NA,26.46839583
-31.08406193,8.361015957,-31.08406193,-22.32941296,-14.85022472,-0.923048685,42.53263579,8.453482154,26.90372558,-5.53918014,24.64472784,-27.73751094,14.85022472,0.923048685,-42.53263579,-5.453482154,NA,8.923048685,-21.08406193,-13.36101596,13.13275046,17.4377141,3.759300547,33.95017128,13.13275046,-5.041523936,NA,9.076951315,NA,13.36101596
-25.31175079,19.07738562,-25.31175079,-14.34499613,-18.63560678,0.483078918,29.38522133,8.007177637,28.37591083,0.431069962,17.35789962,-24.85407212,18.63560678,-0.483078918,-29.38522133,-5.007177637,NA,7.516921082,-15.31175079,-24.07738562,17.75059937,-6.674117645,9.300719242,14.66070588,17.75059937,-21.11607843,NA,10.48307892,NA,24.07738562
-31.29260859,16.09132625,-31.29260859,-18.05590899,-11.84935675,-16.17717408,29.54792077,5.582883382,19.31995859,-2.219795799,8.681896536,-25.78433126,11.84935675,16.17717408,-29.54792077,-2.582883382,NA,24.17717408,-21.29260859,-21.09132625,12.96591313,0.044515937,3.559095754,20.03561275,12.96591313,-16.63698938,NA,-6.17717408,NA,21.09132625
-41.92840448,20.45744134,-41.92840448,-12.02444296,-16.30571994,-15.54342003,32.92317976,-0.094393087,5.784033322,1.46124663,26.00437138,-16.74144511,16.30571994,15.54342003,-32.92317976,3.094393087,NA,23.54342003,-31.92840448,-25.45744134,4.457276416,-9.779243015,-6.651268301,12.17660559,4.457276416,-23.18616201,NA,-5.54342003,NA,25.45744134
-22.99771284,17.11802085,-22.99771284,-11.201463,-24.88099374,-1.477533379,38.54974666,7.836617965,19.36283193,-5.502263955,-1.650754534,-17.63382132,24.88099374,1.477533379,-38.54974666,-4.836617965,NA,9.477533379,-12.99771284,-22.11802085,19.60182973,-2.265546913,11.52219567,18.18756247,19.60182973,-18.17703128,NA,8.522466621,NA,22.11802085
-13.78337441,21.93343893,-13.78337441,-14.34993653,5.532194808,-11.15572305,29.06287326,14.63283198,16.49133396,-3.818754789,25.06685289,-17.44539721,-5.532194808,11.15572305,-29.06287326,-11.63283198,-10.48116923,19.15572305,-3.78337441,-26.93343893,26.97330047,-13.10023759,20.36796057,9.519809926,26.97330047,-25.4001584,-15.35337408,-1.15572305,NA,26.93343893
8.027929469,20.00531067,8.027929469,-22.43871885,9.628857427,2.873200225,37.51721838,2.104463641,-1.915002342,-6.113741408,36.07097658,-16.36987938,-9.628857427,-2.873200225,-37.51721838,0.895536359,-3.992074394,5.126799775,18.02792947,-25.00531067,44.42234358,-8.761949008,41.30681229,12.99044079,44.42234358,-22.50796601,-4.39236249,12.87320023,-27.50155338,25.00531067
-13.51895016,19.10782068,-13.51895016,-24.87312329,-9.211980915,-18.30558027,44.70300889,11.85621156,28.19245758,-5.618817086,12.18408245,-22.12474442,9.211980915,18.30558027,-44.70300889,-8.856211557,NA,26.30558027,-3.51895016,-24.10782068,27.18483987,-6.74259653,20.62180785,14.60592278,27.18483987,-21.16173102,NA,-8.30558027,NA,24.10782068
-34.77809929,17.60351851,-34.77809929,-27.27638371,-20.4163893,-2.379263004,46.07363157,10.51109744,25.49451451,-2.529079578,26.08212182,-21.42360533,20.4163893,2.379263004,-46.07363157,-7.511097444,NA,10.379263,-24.77809929,-22.60351851,10.17752057,-3.357916648,0.213024682,17.31366668,10.17752057,-18.90527777,NA,7.620736996,NA,22.60351851
-33.32355502,20.41949146,-33.32355502,-12.95959681,-25.54881543,-17.52206467,38.85327156,-0.02850575,24.92300758,-3.155660076,5.15090216,-20.52366732,25.54881543,17.52206467,-38.85327156,3.02850575,NA,25.52206467,-23.32355502,-25.41949146,11.34115598,-9.693855785,1.609387181,12.24491537,11.34115598,-23.12923719,NA,-7.52206467,NA,25.41949146
-5.663198407,18.16427271,-5.663198407,-17.69187113,7.386914717,-4.191000488,28.92499818,7.468512376,26.33135185,-6.234684292,9.321222574,-18.97900264,-7.386914717,4.191000488,-28.92499818,-4.468512376,-7.39475567,12.19100049,4.336801593,-23.16427271,33.46944127,-4.619613597,28.16332953,16.30430912,33.46944127,-19.74640907,-10.24057969,5.808999512,-10.63750296,23.16427271
-30.97564607,21.84230489,-30.97564607,-14.49750216,-5.476580053,-19.64857864,43.21629523,5.624176852,36.7238699,-0.464542127,7.345407922,-19.45540741,5.476580053,19.64857864,-43.21629523,-2.624176852,NA,27.64857864,-20.97564607,-26.84230489,13.21948314,-12.895186,3.863379773,9.683851198,13.21948314,-25.26345734,NA,-9.64857864,NA,26.84230489
-28.83026451,12.59976564,-28.83026451,-20.50440415,-17.47723088,-12.84125383,40.86162205,6.890054414,18.70986045,-2.488675428,33.19007164,-25.73628922,17.47723088,12.84125383,-40.86162205,-3.890054414,NA,20.84125383,-18.83026451,-17.59976564,14.93578839,7.90052731,5.92294607,26.32042185,14.93578839,-11.39964846,NA,-2.84125383,NA,17.59976564
-28.29625962,17.75631953,-28.29625962,-10.20948648,-14.2443414,-12.70641302,46.40858112,2.600386634,2.149771206,-14.95519651,0.983617363,-21.35455046,14.2443414,12.70641302,-46.40858112,0.399613366,NA,20.70641302,-18.29625962,-22.75631953,15.3629923,-3.701718943,6.435590765,17.03862485,15.3629923,-19.1344793,NA,-2.70641302,NA,22.75631953
-7.797997028,15.64687935,-7.797997028,-15.64378535,-1.735644639,-11.23777716,41.26322355,8.583835954,19.55409411,-0.744818765,25.90154372,-27.00574046,1.735644639,11.23777716,-41.26322355,-5.583835954,NA,19.23777716,2.202002972,-20.64687935,31.76160238,1.044521463,26.11392285,20.83561717,31.76160238,-15.97031903,NA,-1.23777716,-6.770258616,20.64687935
1.967445317,15.38910892,1.967445317,-15.85061621,-21.43975002,-5.540150373,33.61082179,1.771295333,17.56668727,-0.167731532,36.7324457,-18.4911599,21.43975002,5.540150373,-33.61082179,1.228704667,NA,13.54015037,11.96744532,-20.38910892,39.57395625,1.62450493,35.4887475,21.29960394,39.57395625,-15.58366338,NA,4.459849627,-20.92799514,20.38910892
-23.79451134,22.08259216,-23.79451134,-16.48827739,8.242802807,-4.261267136,36.84985783,7.852741122,25.9979576,1.735403439,11.46301031,-25.24616357,-8.242802807,4.261267136,-36.84985783,-4.852741122,-6.059856132,12.26126714,-13.79451134,-27.08259216,18.96439093,-13.43583236,10.75726911,9.251334112,18.96439093,-25.62388824,-7.971002843,5.738732864,NA,27.08259216
-0.137019932,19.79414427,-0.137019932,-26.36958884,-26.98883481,3.254897509,44.34433814,7.93162526,19.13031918,-4.645994529,12.6724617,-21.97413267,26.98883481,-3.254897509,-44.34433814,-4.93162526,NA,4.745102491,9.862980068,-24.79414427,37.89038405,-8.286824607,33.46846087,13.37054031,37.89038405,-22.19121641,NA,13.25489751,-18.39636827,24.79414427
-20.02901557,21.63882792,-20.02901557,-16.46448217,-13.62084412,-14.27301959,36.92975214,10.2170055,-1.182682123,2.495374951,26.93269219,-32.0186763,13.62084412,14.27301959,-36.92975214,-7.217005497,NA,22.27301959,-10.02901557,-26.63882792,21.97678754,-12.43736282,14.37214505,10.05010974,21.97678754,-24.95824188,NA,-4.27301959,NA,26.63882792
-7.127037194,21.65237223,-7.127037194,-20.49349982,-21.17842655,-19.62656726,30.11019648,17.52114706,19.41482196,2.767050195,24.71154698,-19.31543894,21.17842655,19.62656726,-30.11019648,-14.52114706,NA,27.62656726,2.872962806,-26.65237223,32.29837024,-12.46783752,26.75804429,10.02572999,32.29837024,-24.97855835,NA,-9.62656726,-8.083758433,26.65237223
-15.55878829,18.88908852,-15.55878829,-19.3990407,-16.44381378,-13.17143663,36.40217885,-1.429193098,37.20931571,2.120617186,25.90236888,-25.63306432,16.44381378,13.17143663,-36.40217885,4.429193098,NA,21.17143663,-5.55878829,-23.88908852,25.55296937,-6.25044917,18.66356324,14.99964066,25.55296937,-20.83363278,NA,-3.17143663,NA,23.88908852
-8.592849653,19.18186884,-8.592849653,-18.19157417,5.814717315,0.17580223,29.97041739,4.463312793,17.33215479,0.670665038,1.62519806,-16.37775655,-5.814717315,-0.17580223,-29.97041739,-1.463312793,-9.990977657,7.82419777,1.407150347,-24.18186884,31.12572028,-6.90920489,25.35086433,14.47263609,31.12572028,-21.27280326,-14.55472816,10.17580223,-5.022889908,24.18186884
-1.771702553,12.69075264,-1.771702553,-21.31193241,-34.06110671,-8.248557567,29.59627084,8.358144044,4.713637942,-4.948344369,25.20393195,-14.22493711,34.06110671,8.248557567,-29.59627084,-5.358144044,NA,16.24855757,8.228297447,-17.69075264,36.58263796,7.69580656,31.89916555,26.15664525,36.58263796,-11.53612896,NA,1.751442433,-16.30296689,17.69075264
